FID;CODIGO REGION;REGION;CODIGO PROVINCIA;PROVINCIA;CODIGO COMUNA;NOMBRE COMUNA;DISTRITO;AREA;Shape__Area;Shape__Length;CODIGO LOCALIDAD;LOCALIDAD;CODIGO ENTIDAD;ENTIDAD;CODIGO CATEGORIA;CATEGORIA;Número total de personas;Total de Hombres;Total de Mujeres;Total de personas de 0 a 5 años;Total de personas de 6 a 14 años;Total de personas de 15 a 64 años;Total de personas de 65 y más años;Total personas migrantes que residen habitualmente en el territorio nacional;Total personas que se consideran pertenecientes a algún pueblo indígena u originario;Total de viviendas particulares;Total viviendas colectivas;Total viviendas ocupadas con moradores presentes;Total viviendas;Cantidad de hogares;Cantidad de viviendas tipo casa;Cantidad de viviendas tipo departamento en edificio;Cantidad de viviendas tipo vivienda tradicional indígena (ruka, pae pae u otras);Cantidad de viviendas tipo pieza en casa antigua o en conventillo;Cantidad de viviendas tipo mediagua, mejora, rancho o choza;Cantidad de viviendas tipo móvil (carpa, casa rodante o similar);Cantidad de viviendas tipo otro tipo de vivienda particular;Cantidad de viviendas con materialidad en paredes de Hormigón armado;Cantidad de viviendas con materialidad en paredes de albañilería: bloque de cemento, piedra o ladrillo;Cantidad de viviendas con materialidad en paredes de tabique forrado por ambas caras (madera o acero);Cantidad de viviendas con materialidad en paredes de tabique sin forro interior (madera u otro);Cantidad de viviendas con materialidad en paredes de adobe, barro, quincha, pirca u otro artesanal tradicional;Cantidad de viviendas con materialidad en paredes de materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;Cantidad de viviendas con materialidad de techo losa hormigón;Cantidad de viviendas con materialidad de techo planchas metálicas de zinc, cobre, etc. O fibrocemento (tipo pizarreño);Cantidad de viviendas con materialidad de techo fonolita o plancha de fieltro embreado;Cantidad de viviendas con materialidad de techo paja, coirón, totora o caña;Cantidad de viviendas con materialidad de techo materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo sin cubierta sólida de techo;Cantidad de viviendas con materialidad de piso parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera;Viviendas con materialidad de piso radier sin revestimiento;Viviendas con materialidad de piso baldosa de cemento;Viviendas con materialidad de piso capa de cemento sobre tierra;Viviendas con materialidad de piso tierra;Total viviendas con materialidad aceptable;Total viviendas con materialidad recuperable;Total viviendas con materialidad irrecuperable;Cantidad de viviendas con origen del agua por red pública;Cantidad de viviendas con origen del agua por pozo o noria;Cantidad de viviendas con origen del agua por camión aljibe;Cantidad de viviendas con origen del agua por río, vertiente, estero, canal, lago, etc.;x;y
26715;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;1;2;39493542.8242188;29177.1529211696;12;PATA DE VACA;28;PATA DE VACA;8;Parcela-Hijuela;52;29;23;4;8;33;7;0;7;25;0;17;25;17;25;0;0;0;0;0;0;0;0;13;4;0;0;0;0;17;0;0;0;0;16;0;0;1;0;13;4;0;0;10;6;1;;
26716;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;4;2;25718119.3554688;33370.3290975561;901;INDETERMINADA;901;INDETERMINADA;15;Indeterminada;34;27;7;Indeterminado;Indeterminado;24;6;0;20;7;1;7;8;7;5;0;0;0;2;0;0;0;0;4;3;0;0;0;0;6;0;0;1;0;7;0;0;0;0;4;2;1;0;2;3;2;;
26717;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;1;2;12102490.0859375;23997.4716925044;10;LOS RÍOS;24;LOS RÍOS NORTE;8;Parcela-Hijuela;39;22;17;Indeterminado;Indeterminado;22;8;0;6;19;0;14;19;14;19;0;0;0;0;0;0;0;0;12;0;0;0;0;0;11;0;0;0;0;8;0;1;1;0;6;2;0;10;3;0;0;;
26718;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;2;2;21731241.8164063;26235.181648018;10;LOS RÍOS;23;LOS RÍOS;8;Parcela-Hijuela;80;44;36;4;8;61;7;0;5;30;0;25;30;25;30;0;0;0;0;0;0;0;0;22;3;0;0;0;0;25;0;0;0;0;25;0;0;0;0;22;3;0;17;6;1;1;;
26719;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;4;2;4001536.046875;10217.8258307759;1;ANTIGUALA;7;PITRINCO;8;Parcela-Hijuela;51;26;25;Indeterminado;Indeterminado;32;9;0;11;22;0;17;22;17;20;1;0;0;0;0;1;1;0;15;1;0;0;0;0;17;0;0;0;0;15;0;0;1;0;14;2;0;16;0;0;1;;
26720;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;5;2;578819.30078125;3951.19428277583;16;SARA DE LEBU;39;SARA DE LEBU;4;Caserío;67;26;41;8;Indeterminado;43;Indeterminado;Indeterminado;46;21;0;18;21;18;21;0;0;0;0;0;0;9;4;2;3;0;0;1;0;17;0;0;0;0;3;10;3;1;0;2;15;0;16;1;0;0;;
26721;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;2;2;512504.140625;3644.22371074403;10;LOS RÍOS;22;LOS RÍOS;3;Aldea;102;45;57;11;7;72;12;0;15;42;0;36;42;36;42;0;0;0;0;0;0;0;0;24;12;0;0;3;0;33;0;0;0;0;31;1;4;0;0;23;13;0;29;7;0;0;;
26722;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;1;2;343935.515625;3675.69522526894;10;LOS RÍOS;22;LOS RÍOS;3;Aldea;245;120;125;Indeterminado;Indeterminado;166;22;0;8;86;0;79;86;79;85;0;0;0;1;0;0;0;1;74;4;0;0;2;0;77;0;0;0;0;72;1;5;1;0;69;10;0;69;9;1;0;;
26723;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;1;2;3226093.01171875;8731.85551812059;14;QUILLAITÚN;31;QUILLAITÚN;8;Parcela-Hijuela;21;11;10;Indeterminado;Indeterminado;18;0;0;0;8;0;5;8;5;8;0;0;0;0;0;0;0;0;3;2;0;0;0;0;5;0;0;0;0;4;1;0;0;0;3;2;0;3;2;0;0;;
26724;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;5;2;18853671.53125;25168.5720792199;16;SARA DE LEBU;41;SARA DE LEBU;10;Comunidad Indígena;206;104;102;13;31;135;27;Indeterminado;170;88;0;69;88;69;88;0;0;0;0;0;0;0;1;64;3;0;1;1;0;68;0;0;0;0;66;0;3;0;0;62;6;1;47;13;8;1;;
26725;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;1;2;39044421.4882813;46718.8883619052;901;INDETERMINADA;901;INDETERMINADA;15;Indeterminada;27;14;13;Indeterminado;Indeterminado;18;5;0;13;19;0;11;19;11;19;0;0;0;0;0;0;0;2;7;2;0;0;0;0;11;0;0;0;0;10;0;1;0;0;8;3;0;1;2;4;4;;
26726;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;1;2;38628042.671875;36945.3644834697;17;TRIHUECO;901;INDETERMINADA;15;Indeterminada;99;45;54;9;14;61;15;0;21;43;0;31;43;31;38;0;0;0;5;0;0;0;0;29;1;0;1;1;0;29;1;0;0;0;29;0;2;0;0;26;4;1;1;21;8;1;;
26727;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;3;2;216682447.535156;81667.7217337099;901;INDETERMINADA;901;INDETERMINADA;15;Indeterminada;50;23;27;Indeterminado;Indeterminado;31;11;0;7;31;0;18;31;18;29;0;0;0;1;0;1;0;0;10;7;0;1;0;0;18;0;0;0;0;17;0;0;0;1;9;7;2;0;6;0;12;;
26728;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;4;2;26665733.5195313;52354.5532076023;1;ANTIGUALA;901;INDETERMINADA;15;Indeterminada;26;14;12;Indeterminado;Indeterminado;21;Indeterminado;0;Indeterminado;15;0;10;15;10;15;0;0;0;0;0;0;0;0;8;2;0;0;1;0;9;0;0;0;0;8;1;0;1;0;7;3;0;1;4;0;5;;
26729;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;4;2;52519928.4882813;49781.8679106439;3;CATRÉN;901;INDETERMINADA;15;Indeterminada;36;17;19;Indeterminado;9;20;Indeterminado;0;26;24;0;13;24;14;23;0;0;0;1;0;0;0;0;11;2;0;0;0;0;13;0;0;0;0;13;0;0;0;0;11;2;0;1;5;5;2;;
26730;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;24837826.0820313;22480.1295118547;16;EL MALO;18;EL MALO;10;Comunidad Indígena;154;75;79;14;26;98;16;0;148;56;0;50;56;51;55;0;0;0;1;0;0;0;1;45;4;0;0;0;0;50;0;0;0;0;49;0;0;0;1;46;3;1;0;18;0;31;;
26731;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;7272517.23828125;11650.4617607717;38;SAN RAMÓN;45;LLEU LLEU;8;Parcela-Hijuela;44;22;22;6;5;28;5;0;12;14;0;14;14;14;14;0;0;0;0;0;0;1;0;10;3;0;0;1;0;13;0;0;0;0;14;0;0;0;0;11;3;0;3;11;0;0;;
26732;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;118822106.222656;67685.8659384338;19;LOLCURA;21;LOLCURA;10;Comunidad Indígena;122;60;62;12;22;76;12;0;119;61;0;36;61;36;61;0;0;0;0;0;0;1;0;30;5;0;0;0;0;36;0;0;0;0;36;0;0;0;0;31;5;0;10;5;0;21;;
26733;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;11860963.9570313;15088.8826685894;26;MIQUIHUE;28;MIQUIHUE;10;Comunidad Indígena;159;79;80;21;21;100;17;0;155;52;0;48;52;48;51;0;0;0;1;0;0;0;0;32;16;0;0;2;0;46;0;0;0;0;43;0;2;1;1;29;17;1;0;19;0;29;;
26734;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;35782507.2890625;29098.616835433;33;PUERTO CHOQUE;38;PUERTO CHOQUE;10;Comunidad Indígena;248;122;126;24;39;154;31;0;236;89;0;76;89;81;84;0;0;1;4;0;0;0;0;63;12;0;1;0;0;76;0;0;0;0;73;0;2;0;1;60;14;2;0;40;0;36;;
26735;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;6223042.3984375;14131.559684477;36;RANQUILHUE CHICO;43;RANQUILHUE CHICO;10;Comunidad Indígena;215;108;107;22;36;135;22;0;206;72;0;69;72;70;70;0;0;1;1;0;0;2;1;46;19;0;1;2;0;66;0;0;0;1;65;0;2;2;0;47;21;1;11;20;0;38;;
26736;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;13152027.7148438;19555.4226622559;37;RANQUILHUE GRANDE;44;RANQUILHUE GRANDE;10;Comunidad Indígena;527;260;267;55;92;329;51;0;502;193;0;165;193;167;187;0;0;1;2;0;3;1;1;144;16;0;0;2;0;161;0;0;0;0;158;0;4;1;0;141;21;0;75;48;0;39;;
26737;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;29570843.9375;36434.9175942034;38;SAN RAMÓN;46;SAN RAMÓN;10;Comunidad Indígena;411;203;208;36;64;266;45;0;273;155;0;124;155;124;149;0;0;0;4;0;2;0;6;95;21;2;0;3;0;121;0;0;0;0;114;0;8;1;0;93;30;0;98;18;0;8;;
26738;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;53744817.4960938;41455.2267378841;41;TRANAQUEPE;49;TRANAQUEPE;10;Comunidad Indígena;919;451;468;79;128;608;104;Indeterminado;442;337;0;284;337;286;332;0;0;0;2;0;3;3;2;262;17;0;0;3;0;279;1;0;0;0;268;1;15;0;0;251;32;0;135;66;1;81;;
26739;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;20449144.375;25995.7037961962;41;TRANAQUEPE;50;TRANAQUEPE ALTO;8;Parcela-Hijuela;67;35;32;5;11;45;6;Indeterminado;48;19;0;19;19;19;19;0;0;0;0;0;0;0;0;16;3;0;0;2;0;16;0;0;0;0;17;0;0;0;0;14;3;0;0;7;0;11;;
26740;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;1;2;5441802.9296875;14684.7614179498;13;CURAPAILLACO;15;CURAPAILLACO;10;Comunidad Indígena;12;6;6;Indeterminado;Indeterminado;6;Indeterminado;0;12;4;0;4;4;4;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;4;0;0;0;0;3;0;0;0;1;1;2;1;4;0;0;0;;
26741;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;2;2;69501419.1835938;63539.8377061425;13;CURAPAILLACO;15;CURAPAILLACO;10;Comunidad Indígena;378;199;179;39;82;231;26;Indeterminado;377;113;0;98;113;98;109;0;0;0;4;0;0;0;0;74;20;0;4;0;0;98;0;0;0;0;98;0;0;0;0;74;20;4;19;7;0;72;;
26742;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;2;2;6377845.5;12574.1411140105;17;FRANCISCO NAMONCURA;19;FRANCISCO NAMONCURA;10;Comunidad Indígena;16;10;6;Indeterminado;Indeterminado;8;Indeterminado;0;14;8;0;6;8;6;7;0;0;0;1;0;0;0;0;4;2;0;0;0;0;6;0;0;0;0;5;0;1;0;0;3;3;0;2;3;0;1;;
26743;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;2;2;13791229.5585938;22466.4392392124;30;PONOTRO;34;PONOTRO;10;Comunidad Indígena;206;103;103;16;27;132;31;0;206;78;0;72;78;74;75;0;0;1;2;0;0;0;0;63;7;0;1;1;0;71;0;0;0;0;67;2;2;1;0;59;11;1;6;16;23;23;;
26744;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;2;2;2934731.12890625;8463.86591172954;34;QUIDICO;40;QUIDICO ALTO;8;Parcela-Hijuela;15;8;7;0;Indeterminado;8;Indeterminado;0;14;6;0;6;6;6;6;0;0;0;0;0;0;0;0;3;3;0;0;1;0;5;0;0;0;0;5;0;1;0;0;2;4;0;4;0;0;0;;
26745;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;2;2;26109764.1914063;29404.9560852309;7;CANIGUAL;8;CANIGUAL;8;Parcela-Hijuela;30;18;12;Indeterminado;Indeterminado;22;4;0;6;12;0;11;12;11;10;0;0;0;2;0;0;0;0;9;2;0;0;0;0;11;0;0;0;0;9;0;0;0;1;8;1;1;0;2;0;9;;
26746;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;4559871.9140625;11370.5067179973;30;PONOTRO;34;PONOTRO;10;Comunidad Indígena;159;75;84;15;30;98;16;0;132;58;0;47;58;48;57;0;0;0;1;0;0;0;2;39;3;0;1;1;0;44;0;0;0;0;45;0;0;0;0;40;3;1;4;15;10;18;;
26747;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;24764046.0664063;24507.3665462846;1;AGUA DEL MOLINO;1;AGUA DEL MOLINO;8;Parcela-Hijuela;46;26;20;Indeterminado;Indeterminado;33;8;0;20;19;0;15;19;15;18;0;0;1;0;0;0;0;0;12;2;0;1;0;0;15;0;0;0;0;14;0;1;0;0;11;3;1;0;0;0;15;;
26748;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;26585444.3476563;34935.5028193504;901;INDETERMINADA;901;INDETERMINADA;15;Indeterminada;15;8;7;Indeterminado;Indeterminado;9;Indeterminado;Indeterminado;4;8;0;6;8;6;8;0;0;0;0;0;0;0;0;4;2;0;0;2;0;4;0;0;0;0;5;0;0;0;1;3;2;1;0;0;0;6;;
26749;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;17231034.5;23265.6696421353;10;COLCUMA;11;COLCUMA;10;Comunidad Indígena;155;81;74;11;17;104;23;Indeterminado;92;64;0;52;64;52;63;0;0;0;1;0;0;0;1;38;13;0;0;1;0;51;0;0;0;0;51;0;1;0;0;38;14;0;24;1;1;26;;
26750;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;29682253.1953125;23451.8688701942;15;EL DESIERTO;17;EL DESIERTO;7;Fundo-Estancia-Hacienda;33;14;19;Indeterminado;Indeterminado;20;7;0;4;12;0;11;12;11;11;0;0;0;1;0;0;0;0;7;4;0;0;1;0;10;0;0;0;0;11;0;0;0;0;7;4;0;0;0;0;11;;
26751;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;46406870.59375;34712.954531611;18;LA CAMPANA;20;LA CAMPANA;7;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26752;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;92093822.8632813;59572.3408772473;23;LOS MAQUIS;25;LOS MAQUIS;8;Parcela-Hijuela;143;75;68;7;18;98;20;0;31;70;0;52;70;52;66;0;0;0;3;0;1;0;0;40;6;0;6;1;0;48;0;0;2;1;49;1;1;1;0;38;7;7;0;7;0;45;;
26753;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;11942944.6601563;16915.1805449349;24;MANQUECHE;26;MANQUECHE;8;Parcela-Hijuela;150;73;77;13;11;104;22;0;102;71;0;56;71;56;70;0;0;0;1;0;0;0;0;41;15;0;0;1;0;55;0;0;0;0;53;0;3;0;0;38;18;0;0;29;15;12;;
26754;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;23305479.6328125;24393.9800644791;25;MATRAQUÍN;27;MATRAQUÍN;8;Parcela-Hijuela;31;20;11;Indeterminado;Indeterminado;21;6;0;23;18;0;11;18;11;14;0;0;0;4;0;0;0;0;9;2;0;0;0;0;11;0;0;0;0;11;0;0;0;0;9;2;0;0;1;0;10;;
26755;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;3;2;33351945.9609375;32477.3584277449;7;CANIGUAL;8;CANIGUAL;8;Parcela-Hijuela;59;32;27;Indeterminado;Indeterminado;36;13;0;19;25;0;21;25;21;22;0;0;0;3;0;0;0;0;13;6;1;0;0;0;20;0;0;0;0;17;0;2;0;1;11;8;1;0;3;2;15;;
26756;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;4580451.79296875;12554.5612714631;1;AGUA DEL MOLINO;1;AGUA DEL MOLINO;8;Parcela-Hijuela;35;16;19;Indeterminado;Indeterminado;19;8;0;7;10;0;10;10;10;10;0;0;0;0;0;0;0;0;9;0;0;1;1;0;9;0;0;0;0;8;0;2;0;0;7;2;1;0;0;0;10;;
26757;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;7758957.48046875;13050.0865617241;14;CUYEL;16;CUYEL;8;Parcela-Hijuela;35;19;16;Indeterminado;0;28;Indeterminado;0;8;13;0;13;13;17;13;0;0;0;0;0;0;0;2;9;2;0;0;0;0;13;0;0;0;0;13;0;0;0;0;11;2;0;0;0;0;13;;
26758;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;8426052.52734375;14281.8781513892;3;ALTO PRIMER AGUA;3;ALTO PRIMER AGUA;8;Parcela-Hijuela;39;20;19;Indeterminado;Indeterminado;25;7;0;34;20;0;16;20;16;20;0;0;0;0;0;0;0;0;13;2;0;1;0;0;16;0;0;0;0;16;0;0;0;0;13;2;1;3;1;0;12;;
26759;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;12563660.3007813;17774.4020786691;4;ALTO QUILANTAHUÉ;4;ALTO QUILANTAHUÉ;10;Comunidad Indígena;110;54;56;11;19;68;12;Indeterminado;86;33;0;31;33;34;31;0;0;0;2;0;0;0;0;27;3;0;0;1;0;28;0;0;0;0;29;0;1;0;0;26;3;0;1;5;0;24;;
26760;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;5027922.140625;12218.0018425563;5;BAJO LONCOTRIPAY;6;BAJO LONCOTRIPAY;8;Parcela-Hijuela;32;17;15;0;Indeterminado;24;Indeterminado;0;10;11;0;11;11;11;11;0;0;0;0;0;0;0;1;7;3;0;0;0;0;11;0;0;0;0;10;0;0;0;1;8;2;1;0;1;0;9;;
26761;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;9118696.06640625;13593.8231540835;6;BAJO QUILANTAHUÉ;7;BAJO QUILANTAHUÉ;10;Comunidad Indígena;147;76;71;23;22;91;11;0;143;44;0;41;44;41;40;0;0;0;4;0;0;0;0;31;9;0;0;0;0;41;0;0;0;0;37;0;2;1;0;27;12;0;8;1;0;31;;
26762;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;46748111.4804688;31010.0478579982;8;CERRO NEGRO;9;CERRO NEGRO;8;Parcela-Hijuela;156;93;63;18;28;94;16;0;100;58;0;50;58;51;53;0;0;0;4;0;1;0;0;41;8;0;1;4;0;43;1;0;0;0;49;0;0;0;1;39;8;1;0;10;0;39;;
26763;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;9552814.3828125;11792.264284745;20;LONCOTRIPAY;22;LONCOTRIPAY;8;Parcela-Hijuela;33;21;12;Indeterminado;5;22;Indeterminado;0;21;11;0;11;11;11;10;0;0;0;1;0;0;0;0;4;3;0;4;0;0;11;0;0;0;0;10;0;0;0;1;4;2;5;1;0;0;10;;
26764;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;7231177.1484375;15714.8969238086;21;LOS AJOS;23;LOS AJOS;7;Fundo-Estancia-Hacienda;28;15;13;Indeterminado;4;18;Indeterminado;0;16;14;0;8;14;10;13;0;0;0;1;0;0;0;0;8;0;0;0;4;0;4;0;0;0;0;8;0;0;0;0;8;0;0;0;4;0;4;;
26765;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;8771769.8203125;15617.5383872213;22;LOS CHILCOS;24;LOS CHILCOS;10;Comunidad Indígena;111;57;54;10;19;77;5;0;104;31;0;30;31;31;31;0;0;0;0;0;0;1;1;23;3;1;0;1;0;28;1;0;0;0;25;1;1;0;1;23;3;1;0;1;0;29;;
26766;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;5987100.2890625;12180.3983001549;29;PILICO;32;PILICO;10;Comunidad Indígena;178;83;95;26;29;113;10;0;156;45;0;39;45;39;44;0;0;0;1;0;0;0;0;27;8;0;4;2;0;36;0;0;0;0;34;0;3;0;0;25;9;3;8;0;0;31;;
26767;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;6553453.3984375;12777.2792896662;32;PUENTE TIERRA;37;PUENTE TIERRA;8;Parcela-Hijuela;161;84;77;12;16;111;22;0;148;70;0;57;70;57;70;0;0;0;0;0;0;0;0;43;14;0;0;2;0;55;0;0;0;0;51;1;4;0;0;39;17;0;0;2;0;51;;
26768;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;5438189.1796875;13359.6153492858;35;QUILQUILCO;42;QUILQUILCO;10;Comunidad Indígena;80;40;40;5;13;53;9;0;58;29;0;27;29;27;27;0;0;1;1;0;0;0;0;19;8;0;0;0;0;27;0;0;0;0;27;0;0;0;0;19;8;0;0;3;0;24;;
26769;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;11461404.8828125;16629.2280765764;42;TRANICURA;53;TRANICURA;10;Comunidad Indígena;257;131;126;26;55;Indeterminado;Indeterminado;0;250;71;0;68;71;69;68;0;0;1;2;0;0;0;0;53;14;0;1;3;0;64;0;0;0;0;64;0;3;0;0;50;15;1;6;1;0;59;;
26770;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;7373093.75;13229.7717130719;35;QUILQUILCO;41;LAS MISIONES;8;Parcela-Hijuela;308;162;146;31;62;199;16;0;288;119;0;96;119;98;115;0;0;0;3;0;1;1;0;85;10;0;0;3;0;93;0;0;0;0;89;2;4;0;1;80;15;1;6;36;7;47;;
26771;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;3301254.1328125;11695.1488884739;29;PILICO;33;PUENTE ALTO;10;Comunidad Indígena;109;59;50;18;18;65;8;0;106;26;0;25;26;25;22;0;0;0;4;0;0;0;0;20;5;0;0;1;0;24;0;0;0;0;24;0;0;0;1;20;4;1;0;0;0;25;;
26772;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;2401764.19140625;9774.40605621734;40;TIRÚA SUR;48;TIRÚA SUR;8;Parcela-Hijuela;42;22;20;Indeterminado;6;28;Indeterminado;0;30;27;0;17;27;18;27;0;0;0;0;0;0;0;0;17;0;0;0;0;0;17;0;0;0;0;16;1;0;0;0;16;1;0;5;1;0;11;;
26773;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;12378866.5976563;17659.858426206;2;ALTO LONCOTRIPAI;2;ALTO LONCOTRIPAI;7;Fundo-Estancia-Hacienda;15;10;5;Indeterminado;Indeterminado;11;Indeterminado;0;11;9;0;6;9;6;7;0;0;1;1;0;0;3;0;2;1;0;0;0;0;6;0;0;0;0;6;0;0;0;0;5;1;0;0;1;0;5;;
26774;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;2;2;17874781.9101563;24473.8685883827;12;CURA;14;CURA;10;Comunidad Indígena;164;79;85;18;21;115;10;0;136;73;0;58;73;58;66;0;0;0;3;0;4;0;4;40;14;0;0;3;0;55;0;0;0;0;58;0;0;0;0;44;14;0;44;1;0;13;;
26775;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;2;2;47592988.6445313;44552.7998160147;901;INDETERMINADA;901;INDETERMINADA;15;Indeterminada;23;12;11;0;Indeterminado;13;Indeterminado;0;14;17;0;10;17;10;17;0;0;0;0;0;0;0;0;9;1;0;0;0;0;9;1;0;0;0;10;0;0;0;0;8;2;0;0;4;0;6;;
26776;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;10207563.2617188;18748.3297290303;11;COMILLAHUE;901;INDETERMINADA;15;Indeterminada;148;70;78;14;32;98;4;0;146;45;0;38;45;38;45;0;0;0;0;0;0;0;0;30;7;0;0;0;0;37;0;0;0;0;34;0;1;0;2;28;6;2;1;3;0;34;;
26777;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;8393194.5;14631.1162096958;31;PRIMER AGUA;901;INDETERMINADA;15;Indeterminada;144;70;74;12;33;90;9;0;139;46;0;41;46;41;46;0;0;0;0;0;0;0;0;34;4;0;3;0;0;40;0;0;1;0;39;0;2;0;0;32;6;3;0;10;0;30;;
26778;8;REGIÓN DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;4;2;1633884.8359375;7071.96122404516;42;TRANICURA;901;INDETERMINADA;15;Indeterminada;10;5;5;0;0;Indeterminado;Indeterminado;0;9;4;0;4;4;4;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;4;0;0;0;0;4;0;0;0;0;1;3;0;1;0;0;3;;
