FID;CODIGO REGION;REGION;CODIGO PROVINCIA;PROVINCIA;CODIGO COMUNA;NOMBRE COMUNA;DISTRITO;AREA;Shape__Area;Shape__Length;CODIGO LOCALIDAD;LOCALIDAD;CODIGO ENTIDAD;ENTIDAD;CODIGO CATEGORIA;CATEGORIA;Número total de personas;Total de Hombres;Total de Mujeres;Total de personas de 0 a 5 años;Total de personas de 6 a 14 años;Total de personas de 15 a 64 años;Total de personas de 65 y más años;Total personas migrantes que residen habitualmente en el territorio nacional;Total personas que se consideran pertenecientes a algún pueblo indígena u originario;Total de viviendas particulares;Total viviendas colectivas;Total viviendas ocupadas con moradores presentes;Total viviendas;Cantidad de hogares;Cantidad de viviendas tipo casa;Cantidad de viviendas tipo departamento en edificio;Cantidad de viviendas tipo vivienda tradicional indígena (ruka, pae pae u otras);Cantidad de viviendas tipo pieza en casa antigua o en conventillo;Cantidad de viviendas tipo mediagua, mejora, rancho o choza;Cantidad de viviendas tipo móvil (carpa, casa rodante o similar);Cantidad de viviendas tipo otro tipo de vivienda particular;Cantidad de viviendas con materialidad en paredes de Hormigón armado;Cantidad de viviendas con materialidad en paredes de albañilería: bloque de cemento, piedra o ladrillo;Cantidad de viviendas con materialidad en paredes de tabique forrado por ambas caras (madera o acero);Cantidad de viviendas con materialidad en paredes de tabique sin forro interior (madera u otro);Cantidad de viviendas con materialidad en paredes de adobe, barro, quincha, pirca u otro artesanal tradicional;Cantidad de viviendas con materialidad en paredes de materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;Cantidad de viviendas con materialidad de techo losa hormigón;Cantidad de viviendas con materialidad de techo planchas metálicas de zinc, cobre, etc. O fibrocemento (tipo pizarreño);Cantidad de viviendas con materialidad de techo fonolita o plancha de fieltro embreado;Cantidad de viviendas con materialidad de techo paja, coirón, totora o caña;Cantidad de viviendas con materialidad de techo materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo sin cubierta sólida de techo;Cantidad de viviendas con materialidad de piso parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera;Viviendas con materialidad de piso radier sin revestimiento;Viviendas con materialidad de piso baldosa de cemento;Viviendas con materialidad de piso capa de cemento sobre tierra;Viviendas con materialidad de piso tierra;Total viviendas con materialidad aceptable;Total viviendas con materialidad recuperable;Total viviendas con materialidad irrecuperable;Cantidad de viviendas con origen del agua por red pública;Cantidad de viviendas con origen del agua por pozo o noria;Cantidad de viviendas con origen del agua por camión aljibe;Cantidad de viviendas con origen del agua por río, vertiente, estero, canal, lago, etc.;x;y
26019;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;8;2;8070090.90234375;13044.873067498;16;LOS CRUCEROS;48;LARGA VISTA;8;Parcela-Hijuela;32;18;14;Indeterminado;Indeterminado;27;Indeterminado;0;Indeterminado;11;0;10;11;10;9;0;1;0;1;0;0;0;2;5;3;0;0;0;0;10;0;0;0;0;6;1;1;2;0;5;5;0;0;0;0;10;;
26020;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;8;2;13016809.6757813;19451.8973969421;16;LOS CRUCEROS;49;LOS CRUCEROS;8;Parcela-Hijuela;29;15;14;Indeterminado;Indeterminado;18;Indeterminado;0;Indeterminado;19;0;13;19;13;17;0;0;0;2;0;0;0;0;8;5;0;0;0;0;12;0;0;1;0;11;1;0;0;1;8;4;1;0;0;0;13;;
26021;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;9;2;83742691.6601563;56113.8437819255;901;INDETERMINADA;901;INDETERMINADA;15;Indeterminada;38;23;15;Indeterminado;Indeterminado;24;10;0;Indeterminado;21;0;16;21;16;20;0;0;0;1;0;0;0;0;14;2;0;0;0;0;16;0;0;0;0;16;0;0;0;0;14;2;0;0;2;2;12;;
26022;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;9;2;16647700.0898438;17660.4369548076;18;LOS QUIQUES;51;LOS QUIQUES;8;Parcela-Hijuela;42;27;15;Indeterminado;Indeterminado;27;9;0;Indeterminado;18;0;13;18;13;18;0;0;0;0;0;0;0;0;10;3;0;0;0;0;13;0;0;0;0;13;0;0;0;0;10;3;0;0;2;0;11;;
26023;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;10;2;6664970.04296875;14933.7893150099;9;CURALÍ;25;CURALÍ BAJO;8;Parcela-Hijuela;65;39;26;Indeterminado;Indeterminado;38;14;0;6;40;0;18;40;19;40;0;0;0;0;0;0;0;3;6;8;0;1;2;0;16;0;0;0;0;12;2;2;1;1;6;10;2;0;1;0;17;;
26024;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;10;2;13772463.8554688;18106.34727461;9;CURALÍ;24;CURALÍ ALTO;8;Parcela-Hijuela;27;16;11;Indeterminado;Indeterminado;20;4;0;15;10;0;7;10;7;10;0;0;0;0;0;0;0;0;5;2;0;0;1;0;6;0;0;0;0;6;0;0;1;0;5;2;0;0;0;1;6;;
26025;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;10;2;19993172.6015625;26994.1931595345;21;PAPAL;59;PAPAL;8;Parcela-Hijuela;10;5;5;0;0;6;4;0;0;9;0;4;9;4;9;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;4;;
26026;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;10;2;2018010.8359375;6979.07397303318;35;VAQUERÍA;98;VAQUERÍA;8;Parcela-Hijuela;12;6;6;0;0;4;8;0;0;23;0;8;23;8;23;0;0;0;0;0;0;2;1;0;3;0;1;0;0;7;0;0;0;0;4;1;2;0;0;1;5;1;0;0;0;7;;
26027;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;10;2;27644022.40625;29780.4355124064;12;GUALLEREHUE;33;ALTO LÍA;8;Parcela-Hijuela;23;13;10;0;0;11;12;0;Indeterminado;28;1;10;29;10;28;0;0;0;0;0;0;0;0;7;1;1;0;2;0;8;0;0;0;0;8;0;1;0;1;6;2;1;1;0;0;8;;
26028;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;10;2;18640777.6835938;20659.6925674229;12;GUALLEREHUE;34;DIÑICO;8;Parcela-Hijuela;119;66;53;Indeterminado;13;77;Indeterminado;0;18;85;1;47;86;47;82;0;0;2;1;0;0;2;4;31;8;0;2;2;0;44;0;0;1;0;40;1;1;2;2;32;11;3;0;3;0;44;;
26029;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;10;2;2899187.5703125;7308.29918968965;12;GUALLEREHUE;38;HUEDILHUE;7;Fundo-Estancia-Hacienda;13;5;8;Indeterminado;Indeterminado;7;Indeterminado;0;0;7;0;4;7;4;4;0;0;0;3;0;0;1;2;1;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;4;0;0;3;1;0;0;;
26030;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;10;2;24699365.8789063;24931.9338699484;17;LOS MORROS;50;LOS MORROS;7;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26031;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;11;2;2918064.7734375;10878.6191295722;6;COLICO ALTO;10;AGUA LARGA;8;Parcela-Hijuela;33;20;13;Indeterminado;Indeterminado;25;6;0;Indeterminado;17;0;12;17;12;17;0;0;0;0;0;0;0;1;6;4;0;1;0;0;11;0;0;1;0;9;0;2;0;1;6;5;1;0;1;3;8;;
26032;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;11;2;11979958.0898438;19729.469573506;6;COLICO ALTO;11;COLICO ALTO;8;Parcela-Hijuela;85;48;37;Indeterminado;Indeterminado;55;18;0;Indeterminado;58;0;39;58;39;52;0;0;0;5;0;1;1;2;25;11;0;0;2;0;37;0;0;0;0;30;4;2;2;1;22;16;1;3;4;9;23;;
26033;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;11;2;1116927.1796875;4759.98024288602;6;COLICO ALTO;12;COLICO CENTRO;8;Parcela-Hijuela;10;5;5;0;0;5;5;0;0;9;0;4;9;4;8;0;0;0;1;0;0;0;0;1;3;0;0;0;0;4;0;0;0;0;4;0;0;0;0;1;3;0;0;3;0;1;;
26034;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;11;2;3783018.984375;10866.8983861312;20;PALIHUE;54;PALIHUE;8;Parcela-Hijuela;20;10;10;Indeterminado;Indeterminado;11;7;Indeterminado;Indeterminado;14;0;8;14;8;12;0;0;0;2;0;0;0;1;5;2;0;0;0;0;8;0;0;0;0;6;0;1;1;0;4;4;0;0;5;1;2;;
26035;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;11;2;5435798.85546875;9725.72283176886;20;PALIHUE;56;PALIHUE SUR;8;Parcela-Hijuela;13;6;7;0;0;7;6;Indeterminado;0;7;0;6;7;6;6;0;0;0;1;0;0;0;0;4;2;0;0;1;0;5;0;0;0;0;5;0;0;0;1;4;1;1;0;0;3;3;;
26036;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;11;2;4594203.3203125;9814.14402340633;20;PALIHUE;55;PALIHUE CENTRO;8;Parcela-Hijuela;21;11;10;Indeterminado;0;11;Indeterminado;0;0;14;0;10;14;10;13;0;0;0;1;0;0;0;1;9;0;0;0;0;0;10;0;0;0;0;8;0;2;0;0;8;2;0;0;2;1;6;;
26037;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;11;2;7170021.00390625;12298.9395394197;20;PALIHUE;57;RELY;8;Parcela-Hijuela;46;28;18;0;Indeterminado;38;Indeterminado;0;Indeterminado;25;0;15;25;15;23;0;0;0;2;0;0;0;2;10;3;0;0;2;0;13;0;0;0;0;11;2;0;1;1;10;4;1;0;3;3;9;;
26038;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;10;2;1260139.1015625;7330.32186101377;12;GUALLEREHUE;37;GUALLEREHUE SUR;8;Parcela-Hijuela;40;23;17;Indeterminado;Indeterminado;25;8;0;Indeterminado;23;0;15;23;15;23;0;0;0;0;0;0;2;4;9;0;0;0;2;0;13;0;0;0;0;14;0;0;1;0;14;1;0;1;3;0;11;;
26039;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;1;2;1849012.73046875;6116.13877462994;29;SANTA JUANA;84;PUMAPO;8;Parcela-Hijuela;33;18;15;Indeterminado;Indeterminado;26;4;Indeterminado;Indeterminado;24;0;13;24;13;24;0;0;0;0;0;0;0;0;12;1;0;0;1;0;12;0;0;0;0;9;0;2;2;0;9;4;0;0;6;7;0;;
26040;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;5;2;1767358.37890625;5757.53020344721;30;TANAHULLÍN;89;TANAHULLÍN;8;Parcela-Hijuela;16;10;6;Indeterminado;Indeterminado;12;Indeterminado;0;4;16;0;8;16;8;15;0;0;0;1;0;0;0;0;7;1;0;0;0;0;8;0;0;0;0;5;1;0;0;2;5;1;2;0;4;3;1;;
26041;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;8;2;11965492.8867188;25164.8541079384;13;LA GENERALA;42;LA GENERALA;8;Parcela-Hijuela;97;53;44;Indeterminado;8;61;Indeterminado;0;Indeterminado;56;0;39;56;39;55;0;0;0;1;0;0;0;1;31;7;0;0;6;0;33;0;0;0;0;36;2;0;0;1;29;9;1;5;1;0;33;;
26042;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;9;2;45142667.7773438;29039.1559627564;18;LOS QUIQUES;52;PIEDRA SANTA;8;Parcela-Hijuela;62;35;27;Indeterminado;Indeterminado;43;7;0;Indeterminado;24;0;17;24;17;24;0;0;0;0;0;0;1;0;15;1;0;0;0;0;17;0;0;0;0;17;0;0;0;0;16;1;0;0;0;0;17;;
26043;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;6;2;413534.60546875;2863.11734369072;26;PURGATORIO;72;PURGATORIO;9;Parcela de Agrado;0;0;0;0;Indeterminado;0;Indeterminado;0;Indeterminado;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26044;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;4;2;998915.7734375;4188.70517748025;1;BALSEADERO;1;VILLA BALSEADERO;4;Caserío;12;6;6;0;0;Indeterminado;Indeterminado;0;Indeterminado;15;0;7;15;7;15;0;0;0;0;0;0;0;1;3;2;0;1;2;0;4;0;0;1;0;7;0;0;0;0;4;2;1;1;0;0;6;;
26045;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;2;2;1321123.9921875;5243.31773244552;32;TRICAUCO;94;TRICAUCO;4;Caserío;44;22;22;Indeterminado;Indeterminado;24;Indeterminado;0;0;23;0;15;23;15;23;0;0;0;0;0;0;0;3;9;2;0;1;0;0;15;0;0;0;0;13;1;1;0;0;10;4;1;10;0;0;5;;
26046;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;8;2;1594769.12109375;6340.33171733309;13;LA GENERALA;41;LA GENERALA;4;Caserío;56;33;23;Indeterminado;7;40;Indeterminado;0;Indeterminado;38;0;23;38;23;38;0;0;0;0;0;0;0;3;19;1;0;0;2;0;21;0;0;0;0;21;1;0;1;0;20;3;0;19;0;0;4;;
26047;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;6;2;1418645.71484375;5478.46394896631;9;CURALÍ;22;CURALÍ;4;Caserío;78;Indeterminado;Indeterminado;7;7;Indeterminado;Indeterminado;Indeterminado;Indeterminado;30;0;22;30;22;29;0;0;0;1;0;0;2;1;18;1;0;0;1;0;21;0;0;0;0;20;0;1;0;1;20;1;1;0;0;0;22;;
26048;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;8;2;2812584.4296875;6780.99790664706;11;ESPIGADO;30;ESPIGADO;4;Caserío;53;Indeterminado;Indeterminado;Indeterminado;11;33;Indeterminado;0;0;19;0;17;19;17;19;0;0;0;0;0;0;0;0;14;3;0;0;0;0;17;0;0;0;0;16;0;0;1;0;13;4;0;0;0;0;16;;
26049;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;1;2;4265611.765625;10151.4008484063;9;CURALÍ;901;INDETERMINADA;15;Indeterminada;21;11;10;Indeterminado;Indeterminado;12;7;0;5;9;0;7;9;7;9;0;0;0;0;0;0;0;1;5;0;1;0;1;0;6;0;0;0;0;6;0;0;0;1;6;0;1;4;2;1;0;;
26050;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;1;2;42184447.625;44046.7120146366;901;INDETERMINADA;901;INDETERMINADA;15;Indeterminada;22;12;10;Indeterminado;0;12;Indeterminado;0;Indeterminado;32;0;11;32;11;30;0;0;0;2;0;0;0;1;5;4;1;0;1;0;10;0;0;0;0;8;1;0;2;0;6;5;0;2;3;2;4;;
26051;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;2;2;7046744.0546875;16595.8656916305;12;GUALLEREHUE;901;INDETERMINADA;15;Indeterminada;113;66;47;6;Indeterminado;Indeterminado;23;Indeterminado;14;80;0;40;80;40;79;0;0;0;1;0;0;3;2;29;6;0;0;3;0;37;0;0;0;0;30;3;5;1;1;26;13;1;21;3;0;16;;
26052;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;2;2;64965582.8085938;37453.2029546148;23;PELÚN;901;INDETERMINADA;15;Indeterminada;30;16;14;Indeterminado;Indeterminado;24;Indeterminado;0;Indeterminado;17;0;9;17;9;17;0;0;0;0;0;0;0;1;7;0;0;0;1;0;7;0;0;0;0;8;0;0;0;0;8;0;0;0;0;0;8;;
26053;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;4;2;7240086.58203125;19462.2647141822;14;LA HUERTA;901;INDETERMINADA;15;Indeterminada;16;7;9;Indeterminado;Indeterminado;11;Indeterminado;0;0;9;0;6;9;6;8;0;0;0;1;0;0;0;0;1;3;0;2;0;0;5;0;0;1;0;5;0;0;0;1;1;1;4;0;2;1;3;;
26054;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;4;2;26013221.453125;33691.5886916471;30;TANAHULLÍN;901;INDETERMINADA;15;Indeterminada;128;66;62;5;Indeterminado;78;Indeterminado;Indeterminado;11;90;0;58;90;59;84;0;0;0;6;0;0;1;4;38;12;2;1;2;0;56;0;0;0;0;52;3;0;1;2;41;14;3;0;35;6;17;;
26055;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;4;2;5219681.71875;15027.0372033169;31;TORRE DORADA;901;INDETERMINADA;15;Indeterminada;14;8;6;0;0;8;6;0;Indeterminado;10;0;6;10;6;7;0;0;0;3;0;0;0;1;3;0;2;0;2;0;4;0;0;0;0;4;0;0;0;2;4;0;2;0;5;0;1;;
26056;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;7;2;15241476.4648438;19958.8889824551;28;SAN JERÓNIMO;901;INDETERMINADA;15;Indeterminada;57;28;29;Indeterminado;Indeterminado;41;11;0;0;33;1;22;34;22;33;0;0;0;0;0;0;0;2;20;0;0;0;0;0;22;0;0;0;0;17;1;3;0;0;17;4;0;0;3;0;19;;
26057;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8109;SANTA JUANA;11;2;2722570.0234375;8917.29915287722;15;LAS CORRIENTES;901;INDETERMINADA;15;Indeterminada;11;7;4;0;0;7;4;0;0;6;0;6;6;6;6;0;0;0;0;0;0;0;1;5;0;0;0;1;0;5;0;0;0;0;4;0;1;1;0;4;2;0;0;4;0;2;;
26058;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;14;2;25207634.2109375;29295.1351064865;2;CARRIEL;2;CARRIEL NORTE;8;Parcela-Hijuela;48;22;26;Indeterminado;7;31;Indeterminado;0;Indeterminado;14;1;13;15;13;14;0;0;0;0;0;0;1;1;9;2;0;0;1;0;11;1;0;0;0;11;0;1;1;0;9;4;0;8;1;3;1;;
26059;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;7;2;813905.49609375;4316.04538520135;4;ISLA QUIRIQUINA;4;ISLA QUIRIQUINA SUR;4;Caserío;1178;918;260;Indeterminado;39;1110;Indeterminado;Indeterminado;99;37;1;37;38;37;37;0;0;0;0;0;0;2;1;34;0;0;0;15;0;22;0;0;0;0;36;1;0;0;0;36;1;0;3;8;0;26;;
26060;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;6;2;35831111.5625;52789.9326954256;901;INDETERMINADA;901;INDETERMINADA;15;Indeterminada;34;19;15;Indeterminado;Indeterminado;23;9;0;Indeterminado;19;0;19;19;19;15;0;0;0;4;0;0;0;0;13;4;0;1;0;0;16;1;0;1;0;13;0;0;1;4;11;3;4;0;2;12;4;;
26061;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;7;2;5854970.6015625;20007.025729516;4;ISLA QUIRIQUINA;901;INDETERMINADA;15;Indeterminada;169;84;85;Indeterminado;30;108;Indeterminado;Indeterminado;14;61;0;54;61;54;61;0;0;0;0;0;0;1;1;51;1;0;0;52;0;2;0;0;0;0;53;1;0;0;0;52;2;0;13;3;0;38;;
26105;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;1;2;22899629.9960938;28023.4906011292;21;LOMA ALTA;88;LOMA ALTA;8;Parcela-Hijuela;61;32;29;6;9;36;10;Indeterminado;Indeterminado;41;0;25;41;25;38;0;0;1;2;0;0;0;2;19;3;0;1;0;0;25;0;0;0;0;24;0;1;0;0;21;3;1;0;10;7;7;;
26106;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;2;2;2415257.9609375;6822.80095544361;19;LAS QUILAS;83;SAN JUAN;7;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26107;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;2;2;2000307.13671875;7624.53465359683;24;MADESAL;102;MADESAL;4;Caserío;105;61;44;Indeterminado;Indeterminado;75;Indeterminado;0;8;33;0;27;33;27;22;0;0;0;10;0;1;1;1;17;8;0;0;2;0;25;0;0;0;0;25;0;0;2;0;17;10;0;0;0;27;0;;
26108;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;2;2;5116201.50390625;9987.92022701311;24;MADESAL;104;ULLOA;8;Parcela-Hijuela;11;4;7;Indeterminado;Indeterminado;8;Indeterminado;0;0;4;0;4;4;4;4;0;0;0;0;0;0;0;0;4;0;0;0;1;0;3;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;4;;
26109;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;2;2;9481729.828125;13870.6017130086;15;EL ESTERO;78;EL CARBONERO;7;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;5;0;0;5;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26110;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;2;2;8149759.44140625;16718.4439693446;25;MENQUE;105;CERRO REDONDO;8;Parcela-Hijuela;15;9;6;0;0;10;5;0;0;9;0;9;9;9;9;0;0;0;0;0;0;0;0;5;0;0;4;0;0;5;0;0;4;0;9;0;0;0;0;4;0;5;0;0;0;9;;
26111;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;2;2;11040177.3515625;18402.5983875943;23;LOS QUILLAYES;101;LOS QUILLAYES;8;Parcela-Hijuela;30;13;17;Indeterminado;Indeterminado;17;8;0;Indeterminado;15;0;9;15;9;14;0;0;0;1;0;0;0;0;9;0;0;0;0;0;9;0;0;0;0;8;1;0;0;0;8;1;0;0;3;0;6;;
26112;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;3;2;11290797.4257813;23691.1101527231;901;INDETERMINADA;901;INDETERMINADA;15;Indeterminada;38;18;20;5;4;18;11;0;0;20;0;12;20;12;17;0;0;0;2;0;1;0;0;10;2;0;0;1;0;11;0;0;0;0;12;0;0;0;0;10;2;0;8;1;2;1;;
26113;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;155641.96875;1733.43139858701;6;COLIUMO;25;NUEVO RENACER;4;Caserío;56;31;25;9;6;37;4;0;0;24;0;19;24;19;23;0;0;0;1;0;0;0;0;18;1;0;0;2;0;17;0;0;0;0;17;0;2;0;0;16;3;0;18;0;0;0;;
26114;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;92250.64453125;1414.20881933564;6;COLIUMO;32;VILLA LA ESPERANZA;4;Caserío;53;23;30;8;Indeterminado;37;Indeterminado;0;Indeterminado;16;0;13;16;13;13;0;0;0;3;0;0;0;2;11;0;0;0;0;0;13;0;0;0;0;13;0;0;0;0;13;0;0;13;0;0;0;;
26115;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;1455844.93359375;4988.11506221074;6;COLIUMO;19;ALTO COLIUMO SUR;4;Caserío;67;34;33;5;9;47;6;0;0;30;0;21;30;21;30;0;0;0;0;0;0;0;5;14;2;0;0;0;0;21;0;0;0;0;20;1;0;0;0;19;2;0;21;0;0;0;;
26116;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;494955.4140625;2902.9730524294;6;COLIUMO;21;CAMINO A LOS CEREZOS ALTO;4;Caserío;23;11;12;Indeterminado;Indeterminado;17;Indeterminado;0;5;9;0;7;9;7;8;0;0;0;1;0;0;0;0;3;4;0;0;0;0;7;0;0;0;0;7;0;0;0;0;3;4;0;7;0;0;0;;
26117;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;110916.2890625;1484.1022697252;6;COLIUMO;22;CAMINO A LOS CEREZOS BAJO;4;Caserío;19;10;9;Indeterminado;Indeterminado;14;Indeterminado;0;Indeterminado;6;0;5;6;6;5;0;0;0;1;0;0;1;2;1;1;0;0;0;0;5;0;0;0;0;4;0;0;0;1;4;0;1;5;0;0;0;;
26118;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;878894.546875;4274.70603492461;6;COLIUMO;24;LAS RAYAS;8;Parcela-Hijuela;16;9;7;Indeterminado;Indeterminado;8;4;0;0;6;0;6;6;6;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;5;0;1;0;0;5;1;0;6;0;0;0;;
26119;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;1103405.421875;5819.87071194519;22;LOS MORROS;90;ALTO RARI;4;Caserío;242;122;120;28;31;172;11;Indeterminado;20;178;0;85;178;85;177;0;0;0;0;0;1;0;11;64;9;0;0;12;0;72;0;0;0;0;74;1;8;1;0;66;18;0;68;1;3;12;;
26120;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;336487.86328125;3781.06740973875;22;LOS MORROS;93;CALETA DEL MEDIO;4;Caserío;231;113;118;11;31;166;23;0;22;136;0;76;136;76;131;0;0;0;3;0;2;6;15;40;15;0;0;2;0;74;0;0;0;0;66;1;7;1;0;53;22;0;73;2;0;1;;
26121;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;354012.79296875;2338.80507566432;22;LOS MORROS;100;VISTA HERMOSA;4;Caserío;7;Indeterminado;Indeterminado;Indeterminado;0;5;Indeterminado;Indeterminado;Indeterminado;28;0;4;28;4;28;0;0;0;0;0;0;0;0;4;0;0;0;1;0;3;0;0;0;0;4;0;0;0;0;4;0;0;0;3;1;0;;
26122;8;REGIÓN DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;4;2;837125.46875;3783.72006678716;22;LOS MORROS;94;LOS CEREZOS;4;Caserío;62;27;35;7;9;34;12;0;4;24;0;21;24;21;24;0;0;0;0;0;0;0;4;10;7;0;0;1;0;20;0;0;0;0;19;1;0;1;0;12;9;0;20;1;0;0;;
