FID;CODIGO REGION;REGION;CODIGO PROVINCIA;PROVINCIA;CODIGO COMUNA;NOMBRE COMUNA;DISTRITO;AREA;Shape__Area;Shape__Length;CODIGO LOCALIDAD;LOCALIDAD;CODIGO ENTIDAD;ENTIDAD;CODIGO CATEGORIA;CATEGORIA;Número total de personas;Total de Hombres;Total de Mujeres;Total de personas de 0 a 5 años;Total de personas de 6 a 14 años;Total de personas de 15 a 64 años;Total de personas de 65 y más años;Total personas migrantes que residen habitualmente en el territorio nacional;Total personas que se consideran pertenecientes a algún pueblo indígena u originario;Total de viviendas particulares;Total viviendas colectivas;Total viviendas ocupadas con moradores presentes;Total viviendas;Cantidad de hogares;Cantidad de viviendas tipo casa;Cantidad de viviendas tipo departamento en edificio;Cantidad de viviendas tipo vivienda tradicional indígena (ruka, pae pae u otras);Cantidad de viviendas tipo pieza en casa antigua o en conventillo;Cantidad de viviendas tipo mediagua, mejora, rancho o choza;Cantidad de viviendas tipo móvil (carpa, casa rodante o similar);Cantidad de viviendas tipo otro tipo de vivienda particular;Cantidad de viviendas con materialidad en paredes de Hormigón armado;Cantidad de viviendas con materialidad en paredes de albañilería: bloque de cemento, piedra o ladrillo;Cantidad de viviendas con materialidad en paredes de tabique forrado por ambas caras (madera o acero);Cantidad de viviendas con materialidad en paredes de tabique sin forro interior (madera u otro);Cantidad de viviendas con materialidad en paredes de adobe, barro, quincha, pirca u otro artesanal tradicional;Cantidad de viviendas con materialidad en paredes de materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;Cantidad de viviendas con materialidad de techo losa hormigón;Cantidad de viviendas con materialidad de techo planchas metálicas de zinc, cobre, etc. O fibrocemento (tipo pizarreño);Cantidad de viviendas con materialidad de techo fonolita o plancha de fieltro embreado;Cantidad de viviendas con materialidad de techo paja, coirón, totora o caña;Cantidad de viviendas con materialidad de techo materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo sin cubierta sólida de techo;Cantidad de viviendas con materialidad de piso parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera;Viviendas con materialidad de piso radier sin revestimiento;Viviendas con materialidad de piso baldosa de cemento;Viviendas con materialidad de piso capa de cemento sobre tierra;Viviendas con materialidad de piso tierra;Total viviendas con materialidad aceptable;Total viviendas con materialidad recuperable;Total viviendas con materialidad irrecuperable;Cantidad de viviendas con origen del agua por red pública;Cantidad de viviendas con origen del agua por pozo o noria;Cantidad de viviendas con origen del agua por camión aljibe;Cantidad de viviendas con origen del agua por río, vertiente, estero, canal, lago, etc.;x;y
26505;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;2823849.66015625;8078.15996929476;14;DUQUECO SUR;125;ALTO LAS VIÑAS;8;Parcela-Hijuela;122;61;61;9;14;77;22;0;Indeterminado;46;0;41;46;42;46;0;0;0;0;0;0;1;10;25;5;0;0;6;0;35;0;0;0;0;34;2;2;2;0;30;10;0;0;37;4;0;;
26506;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;11116153.015625;15203.9502323775;14;DUQUECO SUR;133;MESAMÁVIDA UNO;8;Parcela-Hijuela;165;83;82;14;21;111;19;0;16;59;0;53;59;53;53;0;0;0;6;0;0;5;8;32;8;0;0;4;0;49;0;0;0;0;47;2;2;2;0;41;12;0;1;41;11;0;;
26507;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;4423784.0625;9559.05524096583;14;DUQUECO SUR;134;RINCONADA DUQUECO CUEL;8;Parcela-Hijuela;52;29;23;4;7;27;14;0;13;31;0;19;31;20;30;0;0;0;0;0;1;1;6;11;1;0;0;2;0;17;0;0;0;0;17;0;1;1;0;16;3;0;0;19;0;0;;
26508;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;10967376.515625;21597.7319962761;14;DUQUECO SUR;136;RINCONADA LA SUERTE;8;Parcela-Hijuela;209;114;95;18;20;139;32;0;17;88;0;67;88;67;78;0;0;1;4;0;5;2;17;36;11;0;1;5;0;62;0;0;0;0;55;3;1;7;1;48;17;2;1;58;7;1;;
26509;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;1265446.48046875;4811.37638877006;14;DUQUECO SUR;137;SAN ANDRÉS;7;Fundo-Estancia-Hacienda;23;11;12;Indeterminado;Indeterminado;13;5;0;Indeterminado;11;0;7;11;7;11;0;0;0;0;0;0;1;1;5;0;0;0;2;0;5;0;0;0;0;7;0;0;0;0;7;0;0;0;7;0;0;;
26510;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;3830029.765625;9688.94260731501;14;DUQUECO SUR;126;BELLAVISTA;8;Parcela-Hijuela;132;73;59;9;17;90;16;Indeterminado;4;58;0;44;58;44;57;0;0;0;1;0;0;4;8;30;2;0;0;1;0;43;0;0;0;0;36;2;5;1;0;35;9;0;0;31;11;2;;
26511;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;2239066.25;6656.22804121959;14;DUQUECO SUR;128;CUEL;8;Parcela-Hijuela;34;17;17;Indeterminado;Indeterminado;18;11;0;0;15;0;14;15;14;15;0;0;0;0;0;0;0;5;9;0;0;0;0;0;14;0;0;0;0;14;0;0;0;0;14;0;0;1;13;0;0;;
26512;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;12888408.28125;21744.8556546812;14;DUQUECO SUR;131;MESAMÁVIDA DOS;8;Parcela-Hijuela;192;106;86;19;22;118;33;Indeterminado;8;79;0;64;79;64;76;0;0;0;2;0;1;0;13;38;8;1;4;4;0;57;1;0;2;0;50;2;6;6;0;36;23;5;1;53;8;1;;
26513;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;18202604.140625;26865.0014932816;20;EL MORRO;158;EL CIRUELO;8;Parcela-Hijuela;388;201;187;34;36;259;59;0;16;151;0;129;151;129;141;0;0;0;9;0;1;5;34;63;25;0;2;10;0;118;1;0;0;0;114;10;1;2;1;92;33;3;1;110;14;4;;
26514;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;3403654.22265625;7793.614017554;15;EL ARRAYÁN;139;COUNTRY SANTA ELIANA SUR;9;Parcela de Agrado;316;149;167;31;42;218;25;4;20;123;0;89;123;90;123;0;0;0;0;0;0;23;38;24;3;0;0;49;0;37;1;0;0;0;88;0;1;0;0;82;5;0;0;89;0;0;;
26515;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;3616980.50390625;13021.4981507771;14;DUQUECO SUR;127;BUENOS AIRES;7;Fundo-Estancia-Hacienda;39;18;21;6;Indeterminado;30;Indeterminado;0;0;12;0;11;12;11;12;0;0;0;0;0;0;1;5;2;3;0;0;4;0;6;0;0;0;0;10;0;0;1;0;7;3;0;0;7;0;1;;
26516;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;18;2;17325898.9804688;19533.4975219831;7;CHACAICO;51;EL CHEQUÉN;8;Parcela-Hijuela;261;130;131;20;24;179;38;Indeterminado;16;97;0;85;97;86;93;0;0;0;4;0;0;1;17;54;10;0;3;13;0;71;0;0;0;0;71;5;6;2;1;62;19;3;22;57;5;0;;
26517;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;4734971.36328125;9721.51095802527;42;MILLANTÚ;252;RINCONADA HUAQUI NORTE;8;Parcela-Hijuela;63;35;28;7;5;43;8;Indeterminado;5;41;0;24;41;25;38;0;0;0;3;0;0;0;2;18;2;0;2;1;0;23;0;0;0;0;20;0;3;0;1;17;5;2;0;10;14;0;;
26518;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;38389128.1132813;48450.9759529614;42;MILLANTÚ;253;RINCONADA HUAQUI SUR;8;Parcela-Hijuela;249;123;126;13;23;140;73;0;6;114;0;87;114;87;107;0;0;0;7;0;0;2;24;38;16;0;7;5;0;80;0;0;2;0;73;7;0;3;3;55;22;9;11;25;49;2;;
26519;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;34306204.1992188;40080.8693851796;61;SANTA FÉ;376;SANTA FÉ;8;Parcela-Hijuela;197;98;99;10;16;125;46;Indeterminado;9;77;0;66;77;68;76;0;0;0;1;0;0;2;18;39;7;0;0;17;0;49;0;0;0;0;59;3;1;2;0;53;12;0;7;56;2;1;;
26520;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;23890214.921875;30830.9598754483;42;MILLANTÚ;257;TIERRAS NOBLES;8;Parcela-Hijuela;104;52;52;8;13;69;14;0;Indeterminado;39;0;32;39;32;39;0;0;0;0;0;0;1;4;21;3;0;3;2;0;30;0;0;0;0;29;3;0;0;0;25;4;3;21;11;0;0;;
26521;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;15260065.7929688;16535.437289823;61;SANTA FÉ;371;LA MONTAÑA;4;Caserío;286;148;138;27;44;188;27;0;18;109;0;93;109;93;103;0;0;0;6;0;0;1;34;41;13;0;4;10;0;82;1;0;0;0;76;7;5;3;2;66;22;5;89;3;0;1;;
26522;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;16046775.109375;17295.3731822343;61;SANTA FÉ;369;EL ACAMPAO;8;Parcela-Hijuela;357;186;171;33;46;246;32;0;19;115;0;95;115;97;114;0;0;0;1;0;0;5;15;62;9;0;4;9;0;86;0;0;0;0;87;0;8;0;0;76;15;4;92;2;0;0;;
26523;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;20;2;3139698.16796875;12646.1715649666;17;EL BOLSÓN;146;EL AROMO;8;Parcela-Hijuela;14;8;6;0;Indeterminado;Indeterminado;0;0;0;7;0;4;7;4;7;0;0;0;0;0;0;0;1;2;1;0;0;1;0;3;0;0;0;0;4;0;0;0;0;3;1;0;0;3;1;0;;
26524;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;17130128.3007813;23211.2150727352;42;MILLANTÚ;255;SOL DE RARINCO;8;Parcela-Hijuela;49;25;24;Indeterminado;10;31;Indeterminado;Indeterminado;0;25;0;16;25;16;24;0;0;0;0;0;1;0;8;5;2;1;0;5;0;11;0;0;0;0;14;0;0;2;0;11;5;0;4;12;0;0;;
26525;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;12587608.7695313;18301.2400851993;61;SANTA FÉ;372;LA MONTAÑA;8;Parcela-Hijuela;38;20;18;4;0;29;5;0;Indeterminado;21;0;14;21;14;20;0;0;0;0;0;1;4;2;7;1;0;0;5;0;9;0;0;0;0;14;0;0;0;0;13;1;0;14;0;0;0;;
26526;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;4889144.03125;9833.72700138778;61;SANTA FÉ;368;ALAMEDA SUR;4;Caserío;97;44;53;11;Indeterminado;60;Indeterminado;0;0;33;0;28;33;28;32;0;0;0;1;0;0;4;5;18;1;0;0;3;0;25;0;0;0;0;24;2;2;0;0;23;5;0;0;20;8;0;;
26527;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;19;2;3581346.52734375;8951.6872616049;61;SANTA FÉ;373;LA MONTAÑA NORTE;8;Parcela-Hijuela;39;19;20;Indeterminado;Indeterminado;29;5;0;Indeterminado;18;0;15;18;15;18;0;0;0;0;0;0;3;6;6;0;0;0;4;0;11;0;0;0;0;14;0;1;0;0;14;1;0;14;0;0;1;;
26528;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;5;2;2257792.08203125;7307.62706845385;37;LOS ROBLES;222;LOS ROBLES;4;Caserío;135;75;60;10;17;91;17;0;Indeterminado;58;0;44;58;44;57;0;0;0;1;0;0;0;5;18;17;0;4;0;0;44;0;0;0;0;37;3;3;0;1;20;19;5;0;37;7;0;;
26529;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;5;2;2363958.671875;7331.80201066596;66;VIRQUENCO;397;VICTORIA DE LA CANDELARIA SUR;4;Caserío;229;116;113;17;24;154;34;0;18;95;0;77;95;77;90;0;0;1;4;0;0;3;22;45;4;1;2;3;0;74;0;0;0;0;67;5;2;3;0;63;12;2;0;77;0;0;;
26530;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;5;2;3247620.48828125;7804.77315565714;66;VIRQUENCO;396;VICTORIA DE LA CANDELARIA NORTE;4;Caserío;244;119;125;18;30;163;33;0;15;77;0;74;77;76;73;0;0;0;4;0;0;1;8;56;7;0;2;10;0;64;0;0;0;0;63;8;2;1;0;57;15;2;0;73;0;0;;
26531;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;5;2;234815.97265625;2129.50023224159;66;VIRQUENCO;394;VICTORIA DE LA CANDELARIA;4;Caserío;99;47;52;7;19;66;7;0;17;31;0;28;31;28;30;0;0;0;1;0;0;0;0;27;1;0;0;0;0;28;0;0;0;0;26;2;0;0;0;25;3;0;28;0;0;0;;
26532;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;5;2;1316944.84375;5767.22479671887;66;VIRQUENCO;392;LAS QUILAS;4;Caserío;164;79;85;15;21;104;24;0;18;51;0;47;51;48;50;0;0;0;1;0;0;1;11;30;5;0;0;2;0;45;0;0;0;0;39;6;1;0;0;34;12;0;1;42;4;0;;
26533;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;5;2;200843.7421875;1983.777700645;66;VIRQUENCO;400;VIRQUENCO NORTE;4;Caserío;67;36;31;Indeterminado;Indeterminado;47;6;0;4;26;0;22;26;22;25;0;0;0;1;0;0;1;7;10;3;0;1;7;0;14;0;0;1;0;16;3;1;1;1;15;5;2;19;3;0;0;;
26534;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;5;2;15706765.1953125;31203.6709398904;66;VIRQUENCO;395;VICTORIA DE LA CANDELARIA;8;Parcela-Hijuela;101;53;48;5;17;65;14;Indeterminado;15;40;0;35;40;35;35;0;0;0;4;0;1;1;9;19;4;0;2;2;0;33;0;0;0;0;34;0;0;0;1;29;3;3;0;34;0;0;;
26535;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;5;2;984123.3125;4564.56528384369;5;CANDELARIA;42;LAS ENCINAS;4;Caserío;131;66;65;Indeterminado;20;82;Indeterminado;0;14;41;0;36;41;36;39;0;0;0;2;0;0;0;0;35;1;0;0;0;0;30;2;1;0;0;29;1;6;0;0;28;5;0;27;6;2;0;;
26536;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;5;2;961477.984375;4583.68725162347;5;CANDELARIA;39;INCAHUASI;8;Parcela-Hijuela;13;6;7;Indeterminado;Indeterminado;9;Indeterminado;0;0;8;0;6;8;6;8;0;0;0;0;0;0;1;0;3;1;1;0;1;0;5;0;0;0;0;5;0;1;0;0;3;3;0;1;5;0;0;;
26537;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;6;2;4763342.14453125;17131.4535721355;53;QUILQUE;315;AGUAS BLANCAS;8;Parcela-Hijuela;73;36;37;Indeterminado;Indeterminado;50;10;Indeterminado;10;33;0;25;33;25;33;0;0;0;0;0;0;2;7;13;3;0;0;4;0;21;0;0;0;0;19;1;4;1;0;16;9;0;0;25;0;0;;
26538;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;12;2;3884689.1796875;10430.9808846649;8;CHACAYAL NORTE;61;FAJA DEL DIUTO;8;Parcela-Hijuela;28;16;12;Indeterminado;4;20;Indeterminado;0;Indeterminado;16;0;8;16;8;16;0;0;0;0;0;0;0;0;6;2;0;0;0;0;8;0;0;0;0;8;0;0;0;0;6;2;0;1;7;0;0;;
26539;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;11;2;10554134.1992188;14910.3037856934;18;EL HUERTÓN;149;EL HUERTÓN;8;Parcela-Hijuela;111;57;54;Indeterminado;Indeterminado;78;13;Indeterminado;4;48;0;40;48;40;48;0;0;0;0;0;0;0;11;23;6;0;0;7;0;33;0;0;0;0;36;0;2;1;0;31;8;0;1;39;0;0;;
26540;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;7;2;2151616.734375;5800.13412315134;12;CURAMÁVIDA;108;EL PORTAL DE ALBERTO;9;Parcela de Agrado;340;166;174;19;63;234;24;Indeterminado;6;108;0;100;108;101;108;0;0;0;0;0;0;27;48;24;1;0;0;55;1;43;1;0;0;0;99;0;1;0;0;97;3;0;0;99;0;0;;
26541;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;4;2;1671182.0859375;5456.4003395038;45;PAILLIHUE;271;HARAS DON ALBERTO;7;Fundo-Estancia-Hacienda;25;13;12;Indeterminado;Indeterminado;20;Indeterminado;0;0;10;0;8;10;8;10;0;0;0;0;0;0;0;1;6;1;0;0;7;0;1;0;0;0;0;8;0;0;0;0;7;1;0;0;8;0;0;;
26542;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;6;2;1901807.29296875;6538.10300810413;41;MARÍA DOLORES;248;MARÍA DOLORES;4;Caserío;151;72;79;17;19;103;12;Indeterminado;Indeterminado;70;0;49;70;49;69;0;0;0;1;0;0;3;16;18;10;0;1;3;0;46;0;0;0;0;39;4;6;0;0;33;14;1;0;46;0;0;;
26543;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;7;2;6079538.75390625;11239.9848608221;23;HUAQUI CENTRAL;180;LOS TILOS;4;Caserío;372;183;189;42;43;256;31;0;36;127;0;116;127;116;122;0;0;0;5;0;0;2;25;63;24;2;0;10;0;105;1;0;0;0;99;6;10;0;1;78;37;1;61;54;0;0;;
26544;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;7;2;757745.03125;3909.37699369657;16;EL AVELLANO;144;EL AVELLANO;4;Caserío;108;51;57;10;13;76;9;Indeterminado;Indeterminado;37;0;34;37;34;37;0;0;0;0;0;0;0;3;25;2;0;4;9;0;25;0;0;0;0;32;1;0;1;0;27;3;4;0;34;0;0;;
26545;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;7;2;25706323.8007813;42641.1147722254;55;RARINCO CENTRAL;329;RARINCO;8;Parcela-Hijuela;171;88;83;Indeterminado;Indeterminado;125;18;Indeterminado;Indeterminado;63;2;53;65;53;60;0;0;0;3;0;0;0;22;26;5;0;0;6;0;47;0;0;0;0;49;3;1;0;0;44;9;0;5;46;1;0;;
26546;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;7;2;5792609.00390625;13687.1202366873;55;RARINCO CENTRAL;330;RARINCO CENTRAL;8;Parcela-Hijuela;1009;500;509;100;140;665;104;6;73;341;0;307;341;311;318;0;2;2;19;0;0;24;53;206;22;0;1;28;0;277;0;0;1;0;259;18;22;6;0;238;65;2;87;201;16;1;;
26547;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;6;2;16890760.1054688;18533.6084703265;29;LAS QUINTAS;203;LAS QUINTAS;8;Parcela-Hijuela;497;257;240;40;68;323;66;0;18;203;0;155;203;156;193;0;0;1;8;0;1;16;31;85;20;0;3;21;0;132;1;0;0;0;128;8;10;8;1;110;40;4;68;83;3;0;;
26548;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;6;2;634401.7421875;4034.20106771475;53;QUILQUE;314;AGUAS BLANCAS;4;Caserío;77;38;39;5;11;53;8;0;5;32;0;21;32;21;32;0;0;0;0;0;0;0;6;9;6;0;0;0;0;21;0;0;0;0;15;0;6;0;0;10;11;0;0;21;0;0;;
26549;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;8;2;5414137.796875;11274.8247832636;38;LOS TRONCOS;232;VILLA CACHAPOAL;4;Caserío;132;70;62;15;22;85;10;0;18;39;0;37;39;37;36;0;0;0;3;0;0;5;11;14;7;0;0;1;0;36;0;0;0;0;31;0;2;3;0;27;9;0;36;1;0;0;;
26550;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;8;2;2352234.859375;7930.49230140258;26;LA MONA;192;LOS GUANACOS SUR;4;Caserío;77;41;36;5;7;54;11;0;Indeterminado;30;0;25;30;25;29;0;0;0;1;0;0;4;7;12;2;0;0;2;1;22;0;0;0;0;25;0;0;0;0;23;2;0;2;23;0;0;;
26552;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;8;2;1375442.81640625;4837.45955521444;26;LA MONA;191;LOS GUANACOS NORTE;4;Caserío;47;24;23;Indeterminado;5;35;Indeterminado;0;0;15;0;15;15;15;15;0;0;0;0;0;0;0;4;10;1;0;0;0;0;15;0;0;0;0;14;0;0;1;0;13;2;0;0;14;0;1;;
26553;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;8;2;1641355.9765625;5771.76350493648;19;EL LITRE;153;SALTO DEL LAJA;4;Caserío;270;131;139;15;29;175;51;Indeterminado;15;127;1;87;128;87;122;0;0;0;5;0;0;3;12;55;17;0;0;11;0;76;0;0;0;0;79;1;4;3;0;66;21;0;86;1;0;0;;
26554;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;8;2;584001.2109375;2906.49920081649;19;EL LITRE;156;SANTA ROSA ORIENTE;4;Caserío;34;18;16;Indeterminado;4;25;Indeterminado;0;0;21;0;13;21;13;21;0;0;0;0;0;0;1;2;5;5;0;0;2;0;11;0;0;0;0;13;0;0;0;0;8;5;0;9;4;0;0;;
26555;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;8;2;392130.3515625;2866.36739296449;19;EL LITRE;157;SANTA ROSA PONIENTE;4;Caserío;85;39;46;Indeterminado;17;58;Indeterminado;0;14;31;0;26;31;26;30;0;0;0;1;0;0;0;1;21;4;0;0;2;0;24;0;0;0;0;18;0;8;0;0;15;11;0;25;1;0;0;;
26556;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;9;2;1735043.046875;5575.74775295128;50;PEDREGAL;298;CALIBORO;4;Caserío;60;29;31;Indeterminado;Indeterminado;42;9;0;Indeterminado;23;0;20;23;20;23;0;0;0;0;0;0;0;4;16;0;0;0;0;0;20;0;0;0;0;17;3;0;0;0;17;3;0;0;20;0;0;;
26557;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;9;2;15188689.375;20289.5836823991;48;PARAGUAY;288;PARAGUAY;4;Caserío;69;40;29;Indeterminado;5;33;Indeterminado;5;5;42;0;28;42;28;41;0;0;0;1;0;0;1;6;18;3;0;0;3;0;25;0;0;0;0;22;3;2;0;1;20;7;1;19;9;0;0;;
26558;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;9;2;9832014.73828125;15885.3629663403;48;PARAGUAY;286;LA PLAYITA;4;Caserío;216;117;99;11;16;129;60;Indeterminado;9;124;0;82;124;84;122;0;0;0;2;0;0;6;28;30;14;0;4;7;0;73;0;0;2;0;56;6;15;5;0;42;35;5;27;55;0;0;;
26559;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;9;2;1464058.80078125;4935.82386054494;50;PEDREGAL;302;HUAQUI;4;Caserío;83;43;40;5;Indeterminado;55;Indeterminado;0;13;42;0;31;42;31;40;0;0;0;2;0;0;0;4;21;5;0;1;0;0;30;1;0;0;0;24;6;1;0;0;18;12;1;0;31;0;0;;
26560;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;9;2;985363.60546875;4379.10349345984;51;PITRAMAITÉN;311;LAS PITRAS;4;Caserío;38;17;21;0;5;23;10;0;8;14;0;13;14;13;14;0;0;0;0;0;0;0;0;8;4;0;1;1;0;12;0;0;0;0;7;3;3;0;0;3;9;1;0;13;0;0;;
26561;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;10;2;393395.91796875;2868.9797301874;60;SANTA CLARA;360;RARINCO CENTRO ALTO;4;Caserío;44;25;19;Indeterminado;Indeterminado;30;8;0;7;19;0;19;19;19;19;0;0;0;0;0;0;3;6;8;2;0;0;4;0;15;0;0;0;0;17;0;2;0;0;15;4;0;15;4;0;0;;
26562;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;10;2;3502704.82421875;10151.1757502988;58;SAN GERARDO;342;SAN GERARDO;4;Caserío;80;45;35;Indeterminado;Indeterminado;52;18;0;7;31;0;30;31;30;30;0;0;0;1;0;0;1;10;15;3;0;1;4;0;26;0;0;0;0;25;1;3;1;0;23;6;1;0;30;0;0;;
26563;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;10;2;537061.28515625;3550.77676195362;58;SAN GERARDO;345;SAN GERARDO ORIENTE;4;Caserío;71;35;36;8;11;47;5;0;0;27;0;23;27;23;24;0;0;0;3;0;0;2;6;7;6;1;1;5;0;18;0;0;0;0;17;0;3;2;1;10;11;2;0;22;0;0;;
26564;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;10;2;1818467.14453125;6702.25746458243;59;SAN JOSÉ;350;DIUTO;4;Caserío;153;73;80;11;22;101;19;0;0;52;0;50;52;50;52;0;0;0;0;0;0;0;1;37;9;0;2;2;0;47;0;0;1;0;45;1;0;1;1;34;10;3;41;8;0;0;;
26565;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;10;2;18582793.328125;27591.1121172454;43;MORTANDAD;260;MORTANDAD;8;Parcela-Hijuela;355;181;174;21;47;229;58;Indeterminado;6;132;0;118;132;118;128;0;0;1;3;0;0;4;16;88;9;0;1;9;0;108;0;0;1;0;102;5;8;1;1;93;22;2;1;115;0;2;;
26566;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;10;2;1467352.69921875;6515.66464568045;43;MORTANDAD;259;MORTANDAD;4;Caserío;234;124;110;16;18;160;40;Indeterminado;6;93;0;78;93;78;91;0;0;0;2;0;0;1;10;57;7;1;1;6;0;70;0;0;0;1;72;2;2;1;0;64;11;2;0;77;0;0;;
26567;8;REGIÓN DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;10;2;4187844.703125;8865.51754982377;43;MORTANDAD;261;MORTANDAD SUR;4;Caserío;175;81;94;Indeterminado;Indeterminado;123;21;0;Indeterminado;65;0;57;65;57;65;0;0;0;0;0;0;0;5;36;15;0;1;4;0;53;0;0;0;0;51;1;2;2;0;37;18;1;0;57;0;0;;
